id,predicted_price
2591820310,381452.8365758901
7974200820,830358.4206224586
7701450110,1029027.2480183608
9522300010,1627658.6328097638
9510861140,704429.1122639434
1761300310,279005.02460799064
7732410120,841657.3948167269
7010701383,579611.4189300931
291310170,437905.99575941573
4232901990,612479.8023007186
6840701125,692563.5139077423
3971700580,409730.42142816086
4202400078,261314.44622944167
6064800090,385239.555390331
2626119028,238562.8215735763
3303980660,1157048.9744373425
862000020,612434.4853276528
2386000070,978639.0809628394
1138000450,393414.6867336003
1775800420,496121.30720807705
2291401425,370433.1724792045
2025770560,1351099.752206626
3525069037,733297.5362344534
9324800450,626921.2881142845
8080400136,557528.7992973191
8651540040,587011.4852965717
9407001790,230721.28494624142
1773101530,259119.87325860176
9432900250,331572.30822832655
1794500695,564619.7217072928
2220069003,382928.7792600343
923000120,419002.40077676123
5728000060,573771.0593650464
16000200,221891.1452935789
1926059094,484696.57772680715
6672900220,937291.9820713331
3629860060,739369.1931941407
1822069109,420202.77383300813
6675500105,391270.99927519995
249000180,1448163.1586367008
226059065,448107.4965795872
396100110,325367.97355431126
9264450460,372933.5156639714
7853361210,345635.7695913022
9474700020,252049.29119120998
421000455,217767.655464623
3755200220,493482.68147986504
7960100075,423747.46482389624
9477100490,404924.0857338787
9138100350,768660.4657487812
1624049275,451670.58625983755
2770606890,480736.02625253773
1157200189,631633.688837034
2770601800,452284.1014053633
9301300805,482060.7881050382
2325069032,1051859.8385369508
1021079099,332121.82786990574
7215730040,766282.770108698
1853200080,561523.9211623851
3224600340,667972.4741963944
3222049120,400681.3479639455
2113700025,317722.8430189333
7893207925,222142.70978430088
3586501085,491183.7543114602
8024200010,470489.0877500818
7116500705,200245.751074641
1598600209,310306.803426284
7204200025,956874.8267674732
4206901505,549613.8065061372
2937300440,925021.1767880253
7205000180,324124.5536750486
8718500665,459877.8809538918
5318101765,884407.7028778158
4122700020,707358.1920142273
8078700020,512294.13241914037
3303980680,989545.0091726008
8924100372,1067436.8204752314
2781270210,210325.9980567124
519000043,571311.3053337779
3225069301,1716026.889894452
151000075,733471.8941812904
2297400020,431738.7498199898
6617500085,789435.2463465382
104510180,231087.46583169053
3528900060,942762.9413937624
3345100286,516100.2858204484
1226039130,440471.1171605884
8712100720,750031.4638160076
3037200010,402925.56335451885
3626039268,427022.9971019444
104510230,243342.07811887434
5112800060,424241.47466483235
6072400280,644811.8235954772
5317100570,1056905.4922329083
9528102993,578031.3799030463
2919201095,466304.0555464176
6181400920,287957.82546049304
185000161,315323.9219911931
8691400010,778440.0721140426
3345700165,562035.5410624642
6151800486,244824.36020850844
4340000080,1072888.1446238603
4136960010,688667.5397793275
3634100030,378892.40191247745
1624059224,1242579.9751511002
2788400090,334218.9847475088
9828200762,503804.81168840884
7524400250,629879.7808903609
3528000290,776023.9718421921
5700003630,1917042.7497351225
2720069019,334272.25908278814
7227501170,237578.6312840795
2397101270,605123.770897815
6792100090,691594.3701418292
2770602265,542142.6033582888
3971700937,296885.93340500107
422049203,259933.3744475927
3076500830,302115.2609356307
1423400260,294411.5988640165
9161100795,427941.43400493404
3126049052,445222.8918689209
5100401468,414988.7991426046
514500235,316945.12865395716
1423200170,201140.09271958057
1402100070,367466.41198887693
624110020,845785.6166780127
2407000145,215147.5268746437
1890000225,829839.169721954
1320069271,286552.6757110919
5490700085,399464.5591663696
263000155,494419.40483290015
3726800201,431446.67968007515
5153200358,327505.7966989997
2725079018,814835.8421870507
7165700200,238932.0964595385
9429000170,566481.0521498873
8718500075,413898.59665423597
1760650950,307334.4482681375
1068000559,1155356.418504038
4113800500,730812.3866212049
4077800507,491867.57416589337
2725069150,822497.6872811648
4008400035,540735.0655496302
7016310270,457739.74977099453
1432701230,242317.61053697357
3278606050,410451.81512148475
2473350710,392233.8450177065
2185000685,233423.8110907392
7792000025,380422.8242839922
6868200029,532585.0151676894
624069003,814294.5296991869
7431500280,911875.867662912
3296000040,544521.3997052034
1118001215,1364775.920550834
6453900040,786862.2827305445
333100209,774662.9862388683
34001765,635063.7875621469
8946700100,383769.4155888121
5561401210,570029.4308747175
6671900095,369092.43225315923
3275850020,709054.6631772434
3876300600,442909.66993683996
1450900020,255356.6355648128
8562780280,286262.79959669436
7663700973,359407.78669582726
2126049032,388651.5514222122
1823059159,191047.7241113396
3438503426,302750.9181173808
9297301495,611595.895157812
7140700850,397518.97059853945
7942601805,769396.5640957218
2555900030,379127.01448469644
2887970040,247836.73250408104
7419700010,661413.4956503038
2239000011,359487.36476554803
9283800050,310153.57090519427
9407001340,242003.86718570656
217500140,652951.3290716273
7212660520,259167.7324801411
3298201170,277630.8967666646
3057000400,383240.650221267
6865200444,500559.4854730332
6071600340,465305.6957908073
6821600005,714205.608239804
1235100371,1027549.5709258204
7796450340,381335.7186402609
3603000410,199208.19096791366
9297300255,565093.3982440664
9126100850,616669.0490102537
2770601462,487970.1795662785
2599001500,248863.36273044755
1102000095,801771.9738327591
1853080640,1129452.8456447355
9551201585,1019800.3811295975
3438500796,329049.212422983
7518504291,501056.11891333107
9269200340,419957.46499318804
715010130,1897772.8673055815
1982201485,557167.7372703102
9526500080,489206.87453437666
9277200180,405805.7912071723
6669150280,290598.12502242386
8917100153,626683.3950873507
3760500516,1243667.4727839413
2725069050,1074407.776527007
3332000091,297341.95657922997
8562770080,566823.685240415
8151601190,288830.1609696333
8563040160,575791.9739215672
240000269,800614.0352673195
4307350200,379893.1421913636
1311910300,268416.2523983717
3574900030,512248.9850711705
7853230570,391423.571033261
320069049,402651.84315672645
9839301060,734204.6364213623
7011201333,704737.4704269853
2781320100,307381.4334773062
3421069120,473386.3336319708
7852030320,465065.2648036781
5316101075,2403744.449361646
5309100750,525626.5984133944
629000730,596186.2282630521
511700170,270637.2320991116
1562100030,554490.2905390823
2489200230,621914.0496673954
524069116,410737.6443357311
5315100737,1043840.6954879715
1868900675,839290.3236523382
1608000120,354860.81176746485
705700240,327363.3631727174
7575600610,272181.6618120941
1778500015,721041.0659194626
5423500240,208364.4832504309
6713700025,369714.7032539389
2734100734,330444.8678479128
301402280,221500.03860628663
2113700205,298910.818909687
4114601570,2972280.4205123056
3332000615,309147.0671338721
3630050180,333795.5241420951
6852700520,500617.2020740179
6870310010,619484.6804041198
6163900981,341610.4991062854
393000142,490313.5578300559
1771100130,400464.8384257058
1442860160,400075.20191759354
9191200435,563570.8776422659
6788200800,985239.8390489472
1115300070,755478.7551125737
3176600105,657611.8004340971
2770604665,578388.0260885145
5469500580,442221.22681436664
5680000545,495565.2476391278
3424089119,485987.52949883044
1328300180,305997.21145956055
1773100922,413156.0075394516
4123830480,338735.779761933
9808610190,747174.891168741
4250200140,271939.09297109133
4217402115,3029383.971219376
3831250350,367424.2201105107
2397101055,835506.6687046171
6817850110,873635.233387547
7526800200,604088.9458063005
7853370100,628500.9492992933
2523089025,843277.6963611275
9476200680,264592.7475286596
5714200140,400780.91034550715
3575304895,552942.4479253157
263000018,434372.0537919217
8080400177,540994.4045783823
6450304130,365471.63254702947
514500090,413555.57159908966
9477000300,501757.9808745591
853600310,1282333.782603987
1951600240,215900.90561449167
1099900120,343322.0879594584
5323100120,471575.7853473583
1223089016,394768.80039112846
522059172,228860.3467550932
1930300190,745464.9410137725
